flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T11:00:00+00:00,2025-08-18T11:00:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,3,,,2025-08-18T14:15:00+00:00,,,,,,Air Cairo,SM,MSC,2990,SM2990,MSC2990,,,,,,,
2025-08-18,active,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,20.0,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,2025-08-18T12:20:00+00:00,2025-08-18T12:20:00+00:00,2025-08-18T12:20:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2025-08-18T14:05:00+00:00,1.0,2025-08-18T14:06:00+00:00,,,,China Airlines,CI,CAL,8812,CI8812,CAL8812,,vietnam airlines,vn,hvn,212,vn212,hvn212
2025-08-18,scheduled,,,Sud Corse,Europe/Paris,FSC,LFKF,,,10.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T08:15:00+00:00,,,,,,Air Corsica,XK,CCM,450,XK450,CCM450,,,,,,,
2025-08-18,active,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,19.0,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:53:00+00:00,,,,VietJet Air,VJ,VJC,178,VJ178,VJC178,,,,,,,
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,15.0,2025-08-18T11:00:00+00:00,2025-08-18T11:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X2,B2,2025-08-18T14:40:00+00:00,,,,,,ETF Airways,2F,EZZ,1140,2F1140,EZZ1140,,,,,,,
2025-08-18,active,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,19.0,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:53:00+00:00,,,,FlexFlight,W2,FXT,4178,W24178,FXT4178,,vietjet air,vj,vjc,178,vj178,vjc178
2025-08-18,active,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,19.0,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:53:00+00:00,,,,,H1,H1,4277,H14277,H14277,,vietjet air,vj,vjc,178,vj178,vjc178
2025-08-18,scheduled,,,Sud Corse,Europe/Paris,FSC,LFKF,,,10.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T08:15:00+00:00,,,,,,Air France,AF,AFR,4711,AF4711,AFR4711,,air corsica,xk,ccm,450,xk450,ccm450
2025-08-18,active,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,19.0,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,2025-08-18T12:08:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:53:00+00:00,,,,,A1,A1,2178,A12178,A12178,,vietjet air,vj,vjc,178,vj178,vjc178
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,EgyptAir,MS,MSR,47,MS47,MSR47,,,,,,,
2025-08-18,landed,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,"L,M",16.0,2025-08-18T10:55:00+00:00,2025-08-18T10:55:00+00:00,2025-08-18T11:11:00+00:00,2025-08-18T11:11:00+00:00,2025-08-18T11:11:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,China Eastern Airlines,MU,CES,6011,MU6011,CES6011,,,,,,,
2025-08-18,scheduled,,,Charleroi Brussels South,Europe/Brussels,CRL,EBCI,,17,,2025-08-18T06:35:00+00:00,2025-08-18T06:35:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,2,17,,2025-08-18T08:15:00+00:00,,,,,,Ryanair,FR,RYR,6318,FR6318,RYR6318,,,,,,,
2025-08-18,landed,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,"L,M",16.0,2025-08-18T10:55:00+00:00,2025-08-18T10:55:00+00:00,2025-08-18T11:11:00+00:00,2025-08-18T11:11:00+00:00,2025-08-18T11:11:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T14:00:00+00:00,,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,2025-08-18T13:11:00+00:00,Vietnam Airlines,VN,HVN,3553,VN3553,HVN3553,,china eastern airlines,mu,ces,6011,mu6011,ces6011
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,Air Cairo,SM,MSC,8047,SM8047,MSC8047,,egyptair,ms,msr,47,ms47,msr47
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,Qatar Airways,QR,QTR,976,QR976,QTR976,,,,,,,
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,Royal Air Maroc,AT,RAM,5720,AT5720,RAM5720,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F55,19.0,2025-08-18T06:45:00+00:00,2025-08-18T06:45:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T08:10:00+00:00,,,,,,Air France,AF,AFR,7330,AF7330,AFR7330,,,,,,,
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,British Airways,BA,BAW,4490,BA4490,BAW4490,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,Austrian,OS,AUA,7144,OS7144,AUA7144,,egyptair,ms,msr,47,ms47,msr47
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,JetBlue Airways,B6,JBU,6576,B66576,JBU6576,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Ste Catherine,Europe/Paris,CLY,LFKC,,,6.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T08:00:00+00:00,,,,,,Air Corsica,XK,CCM,350,XK350,CCM350,,,,,,,
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,LATAM Airlines,LA,LAN,5275,LA5275,LAN5275,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,Lufthansa,LH,DLH,7179,LH7179,DLH7179,,egyptair,ms,msr,47,ms47,msr47
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,American Airlines,AA,AAL,8297,AA8297,AAL8297,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,RwandAir,WB,RWD,1700,WB1700,RWD1700,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Ste Catherine,Europe/Paris,CLY,LFKC,,,6.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T08:00:00+00:00,,,,,,Air France,AF,AFR,4719,AF4719,AFR4719,,air corsica,xk,ccm,350,xk350,ccm350
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,Iberia,IB,IBE,6183,IB6183,IBE6183,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,B10,78.0,2025-08-18T02:40:00+00:00,2025-08-18T02:40:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,2025-08-18T03:57:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2025-08-18T13:55:00+00:00,43.0,2025-08-18T14:38:00+00:00,,,,Finnair,AY,FIN,6679,AY6679,FIN6679,,qatar airways,qr,qtr,976,qr976,qtr976
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,Etihad Airways,EY,ETD,4971,EY4971,ETD4971,,egyptair,ms,msr,47,ms47,msr47
2025-08-18,scheduled,,,Poretta,Europe/Paris,BIA,LFKB,,,6.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T07:55:00+00:00,,,,,,Air Corsica,XK,CCM,250,XK250,CCM250,,,,,,,
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,,2025-08-18T10:35:00+00:00,2025-08-18T10:35:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,,2025-08-18T11:35:00+00:00,,,,,,Air India,AI,AIC,7668,AI7668,AIC7668,,egyptair,ms,msr,47,ms47,msr47
2025-08-18,scheduled,,,Poretta,Europe/Paris,BIA,LFKB,,,6.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T07:55:00+00:00,,,,,,Air France,AF,AFR,4701,AF4701,AFR4701,,air corsica,xk,ccm,250,xk250,ccm250
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,,,,2025-08-18T10:10:00+00:00,2025-08-18T10:10:00+00:00,,,,Queen Alia International,Asia/Amman,AMM,OJAI,,228,,2025-08-18T11:20:00+00:00,,,,,,Jordan Aviation Airlines,R5,JAV,1196,R51196,JAV1196,,,,,,,
2025-08-18,scheduled,,,Campo Dell Oro,Europe/Paris,AJA,LFKJ,,,5.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T07:50:00+00:00,,,,,,Air Corsica,XK,CCM,150,XK150,CCM150,,,,,,,
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,30.0,2025-08-18T10:05:00+00:00,2025-08-18T10:05:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X6,A2,2025-08-18T13:50:00+00:00,,,,,,Air Cairo,SM,MSC,2960,SM2960,MSC2960,,,,,,,
2025-08-18,scheduled,,,Campo Dell Oro,Europe/Paris,AJA,LFKJ,,,5.0,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T07:50:00+00:00,,,,,,Air France,AF,AFR,4691,AF4691,AFR4691,,air corsica,xk,ccm,150,xk150,ccm150
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,30.0,2025-08-18T10:05:00+00:00,2025-08-18T10:05:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X6,A2,2025-08-18T13:50:00+00:00,,,,,,EgyptAir,MS,MSR,8227,MS8227,MSR8227,,air cairo,sm,msc,2960,sm2960,msc2960
2025-08-18,active,,,Nantes Atlantique,Europe/Paris,NTE,LFRS,,,5.0,2025-08-18T06:20:00+00:00,2025-08-18T06:20:00+00:00,2025-08-18T06:24:00+00:00,2025-08-18T06:24:00+00:00,2025-08-18T06:24:00+00:00,Marseille Provence Airport,Europe/Paris,MRS,LFML,1,,,2025-08-18T07:50:00+00:00,,2025-08-18T07:30:00+00:00,,,,Transavia,HV,TRA,7090,HV7090,TRA7090,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,7,,2025-08-18T13:25:00+00:00,2025-08-18T13:25:00+00:00,,,,Ulsan,Asia/Seoul,USN,RKPU,,,1,2025-08-18T14:25:00+00:00,,,,,,Korean Air,KE,KAL,5149,KE5149,KAL5149,,jin air,lj,jna,655,lj655,jna655
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,2,,15.0,2025-08-18T09:55:00+00:00,2025-08-18T09:55:00+00:00,,,,Hamburg Airport,Europe/Berlin,HAM,EDDH,1,,3,2025-08-18T14:20:00+00:00,,,,,,Air Cairo,SM,MSC,2970,SM2970,MSC2970,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,20,,2025-08-18T13:05:00+00:00,2025-08-18T13:05:00+00:00,,,,Jeju Airport,Asia/Seoul,CJU,RKPC,,2,2,2025-08-18T14:20:00+00:00,,,,,,Jeju Air,7C,JJA,121,7C121,JJA121,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,39,39,10.0,2025-08-18T13:05:00+00:00,2025-08-18T13:05:00+00:00,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,Kansai International,Asia/Tokyo,KIX,RJBB,2,88,,2025-08-18T14:50:00+00:00,,2025-08-18T14:43:00+00:00,,,,Peach Aviation,MM,APJ,732,MM732,APJ732,,,,,,,
2025-08-18,scheduled,,,Hurghada,Africa/Cairo,HRG,HEGN,1,,,2025-08-18T09:30:00+00:00,2025-08-18T09:30:00+00:00,,,,Kazan,Europe/Moscow,KZN,UWKD,1A,,,2025-08-18T15:25:00+00:00,,,,,,Aeroflot,SU,AFL,5794,SU5794,AFL5794,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,18,10.0,2025-08-18T13:00:00+00:00,2025-08-18T13:00:00+00:00,,,,Jeju Airport,Asia/Seoul,CJU,RKPC,,2,2,2025-08-18T14:15:00+00:00,,,,,,T'Way Air,TW,TWB,715,TW715,TWB715,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,5,9.0,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,,,,Jeju Airport,Asia/Seoul,CJU,RKPC,,5,5,2025-08-18T14:10:00+00:00,,,,,,Asiana Airlines,OZ,AAR,8951,OZ8951,AAR8951,,,,,,,
2025-08-18,active,,,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,,C58,7.0,2025-08-18T06:00:00+00:00,2025-08-18T06:00:00+00:00,2025-08-18T06:07:00+00:00,2025-08-18T06:07:00+00:00,2025-08-18T06:07:00+00:00,Marseille Provence Airport,Europe/Paris,MRS,LFML,2,C58,,2025-08-18T07:20:00+00:00,,2025-08-18T07:02:00+00:00,,,,Ryanair,FR,RYR,5200,FR5200,RYR5200,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,10,14.0,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,2025-08-18T13:08:00+00:00,2025-08-18T13:08:00+00:00,2025-08-18T13:08:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,4,4,2025-08-18T14:10:00+00:00,,2025-08-18T14:02:00+00:00,,,,Korean Air,KE,KAL,1113,KE1113,KAL1113,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,19,16.0,2025-08-18T12:50:00+00:00,2025-08-18T12:50:00+00:00,2025-08-18T13:06:00+00:00,2025-08-18T13:06:00+00:00,2025-08-18T13:06:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,1,1,2025-08-18T14:05:00+00:00,,2025-08-18T14:02:00+00:00,,,,EASTAR JET,ZE,ESR,215,ZE215,ESR215,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,6,14.0,2025-08-18T12:45:00+00:00,2025-08-18T12:45:00+00:00,2025-08-18T12:58:00+00:00,2025-08-18T12:58:00+00:00,2025-08-18T12:58:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,4,4,2025-08-18T14:00:00+00:00,,2025-08-18T13:50:00+00:00,,,,Korean Air,KE,KAL,1107,KE1107,KAL1107,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,34,5.0,2025-08-18T12:40:00+00:00,2025-08-18T12:40:00+00:00,2025-08-18T12:45:00+00:00,2025-08-18T12:45:00+00:00,2025-08-18T12:45:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2025-08-18T14:55:00+00:00,,2025-08-18T14:32:00+00:00,,,,ANA,NH,ANA,864,NH864,ANA864,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,34,5.0,2025-08-18T12:40:00+00:00,2025-08-18T12:40:00+00:00,2025-08-18T12:45:00+00:00,2025-08-18T12:45:00+00:00,2025-08-18T12:45:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2025-08-18T14:55:00+00:00,,2025-08-18T14:32:00+00:00,,,,Asiana Airlines,OZ,AAR,9102,OZ9102,AAR9102,,ana,nh,ana,864,nh864,ana864
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,4,15.0,2025-08-18T12:40:00+00:00,2025-08-18T12:40:00+00:00,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,Gimhae,Asia/Seoul,PUS,RKPK,D,3,3,2025-08-18T13:45:00+00:00,,2025-08-18T13:37:00+00:00,,,,Air Busan,BX,ABL,8813,BX8813,ABL8813,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,4,15.0,2025-08-18T12:40:00+00:00,2025-08-18T12:40:00+00:00,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,Gimhae,Asia/Seoul,PUS,RKPK,D,3,3,2025-08-18T13:45:00+00:00,,2025-08-18T13:37:00+00:00,,,,Asiana Airlines,OZ,AAR,8813,OZ8813,AAR8813,,air busan,bx,abl,8813,bx8813,abl8813
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,3,10.0,2025-08-18T12:35:00+00:00,2025-08-18T12:35:00+00:00,,,,Jeju Airport,Asia/Seoul,CJU,RKPC,,5,5,2025-08-18T13:50:00+00:00,,,,,,Asiana Airlines,OZ,AAR,8949,OZ8949,AAR8949,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,14,31.0,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,2025-08-18T13:00:00+00:00,2025-08-18T13:00:00+00:00,2025-08-18T13:00:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,2,2,2025-08-18T13:45:00+00:00,9.0,2025-08-18T13:54:00+00:00,,,,Jeju Air,7C,JJA,119,7C119,JJA119,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,8,23.0,2025-08-18T12:20:00+00:00,2025-08-18T12:20:00+00:00,2025-08-18T12:43:00+00:00,2025-08-18T12:43:00+00:00,2025-08-18T12:43:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,5,5,2025-08-18T13:35:00+00:00,,2025-08-18T13:32:00+00:00,,,,Asiana Airlines,OZ,AAR,8947,OZ8947,AAR8947,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,37,26.0,2025-08-18T12:05:00+00:00,2025-08-18T12:05:00+00:00,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2025-08-18T14:15:00+00:00,,2025-08-18T14:15:00+00:00,,,,Japan Airlines,JL,JAL,92,JL92,JAL92,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,37,26.0,2025-08-18T12:05:00+00:00,2025-08-18T12:05:00+00:00,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2025-08-18T14:15:00+00:00,,2025-08-18T14:15:00+00:00,,,,Korean Air,KE,KAL,5707,KE5707,KAL5707,,japan airlines,jl,jal,92,jl92,jal92
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,39,18.0,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,,3,2025-08-18T12:55:00+00:00,,2025-08-18T12:48:00+00:00,,,,China Eastern Airlines,MU,CES,512,MU512,CES512,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,39,18.0,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,,3,2025-08-18T12:55:00+00:00,,2025-08-18T12:48:00+00:00,,,,Korean Air,KE,KAL,5861,KE5861,KAL5861,,china eastern airlines,mu,ces,512,mu512,ces512
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,I,39,18.0,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,2025-08-18T12:18:00+00:00,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,,3,2025-08-18T12:55:00+00:00,,2025-08-18T12:48:00+00:00,,,,Shanghai Airlines,FM,CSH,3066,FM3066,CSH3066,,china eastern airlines,mu,ces,512,mu512,ces512
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,20,16.0,2025-08-18T11:55:00+00:00,2025-08-18T11:55:00+00:00,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,Jeju Airport,Asia/Seoul,CJU,RKPC,,2,2,2025-08-18T13:10:00+00:00,,2025-08-18T13:00:00+00:00,,,,Jeju Air,7C,JJA,117,7C117,JJA117,,,,,,,
2025-08-18,active,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,,43.0,2025-08-18T11:45:00+00:00,2025-08-18T11:45:00+00:00,,,,Gimhae,Asia/Seoul,PUS,RKPK,D,,,2025-08-18T12:50:00+00:00,,,,,,T'Way Air,TW,TWB,973,TW973,TWB973,,,,,,,
